concept_id,source_label,native_category,visual_category,occurrence_count,workflow_ids,source_descriptions,neighbor_context,decision,mapping_state,anchor_iri,canonical_role_iri,semantic_role,role_assignment,confidence,rationale,candidate_h2kg_terms 
https://w3id.org/h2kg/decode/workflow/concept/cell-temperature-device,Cell temperature,device,device,13,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; cea-mea-model-europium-2d; current-modulated-hydrogen-flow-rate-spectroscopy-ch2s; determination-of-cl-saturation-by-saxs-or-sans; fitting-of-the-europium-model; iet-1d-mea-with-water-transport-eis-model; iet-1d-mea-with-water-transport-in-ccl-eis-model; iet-1d-performance-model-for-mea-fitting; iet-1d-performance-model-for-mea-prediction; mpl-saturation-determination-from-x-ray-ct-data; neutron-imaging; operando-saxs-or-waxs-small-or-wide-angle-x-ray-spectroscopy,"Cell temperature
internal key: Cell temperature: device",0D Particle population degradation model coupled with performance model (prediction); CEA MEA model (Europium 2D); Current modulated hydrogen flow-rate spectroscopy (CH2S); Determination of CL saturation by SAXS/SANS; Fitting of the Europium model; IET 1D MEA with water transport EIS model; IET 1D MEA with water transport in CCL EIS model; IET 1D Performance model for MEA (fitting); IET 1D Performance model for MEA (prediction); MPL saturation determination from X-ray CT-data; Neutron Imaging; operando SAXS/WAXS (small/wide angle X-ray spectroscopy),reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cell-temperature-device,https://w3id.org/h2kg/hydrogen-ontology#Parameter,Parameter,operating_or_geometric_parameter,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#OperatingTemperature"", ""label"": ""Operating Temperature"", ""score"": 1.0}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#Temperature"", ""label"": ""Temperature"", ""score"": 1.0}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#BakeTemperature"", ""label"": ""Bake Temperature"", ""score"": 0.812}]"
https://w3id.org/h2kg/decode/workflow/concept/cell-voltammogram-device,Cell voltammogram,device,device,2,differential-cell-testing; fitting-of-the-europium-model,"Cell voltammogram
internal key: Cell voltammogram: device","Differential Cell Testing; Fitting of the Europium model; Single cell test bench: polarization, EIS",reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cell-voltammogram-device,https://w3id.org/h2kg/hydrogen-ontology#Data,Data,data_product,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CyclicVoltammetry"", ""label"": ""Cyclic Voltammetry"", ""score"": 0.833}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CyclicVoltammogramDataset"", ""label"": ""Cyclic Voltammogram Dataset"", ""score"": 0.833}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CellVoltage"", ""label"": ""Cell Voltage"", ""score"": 0.759}]"
https://w3id.org/h2kg/decode/workflow/concept/chemicals-for-prism-preparation-material,Chemicals for prism preparation,material,material,1,prism-preparation-for-atr-ftir,"Chemicals for prism preparation
internal key: Chemicals for prism preparation: material",Prism Preparation for ATR-FTIR,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/chemicals-for-prism-preparation-material,https://w3id.org/h2kg/hydrogen-ontology#Matter,Matter,prism_chemicals_are_matter,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CatalystInkPreparation"", ""label"": ""Catalyst Ink Preparation"", ""score"": 0.618}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#FuelCellOperationTime"", ""label"": ""Fuel Cell Operation Time"", ""score"": 0.618}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#InkStabilityTime"", ""label"": ""Ink Stability Time"", ""score"": 0.615}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-aged-component,CL (aged),component,component,1,additional-measurements-on-pewe-during-operation,"CL (aged)
internal key: CL (aged): component",Additional measurements on PEWE during operation,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-aged-component,https://w3id.org/h2kg/hydrogen-ontology#Matter,Matter,component_category_default,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#AgAgCl"", ""label"": ""Ag/AgCl"", ""score"": 0.714}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#AgAgClPotentialVsRHE"", ""label"": ""Ag Ag Cl Potential Vs RHE"", ""score"": 0.625}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#AcidDopingLevel"", ""label"": ""Acid Doping Level"", ""score"": 0.6}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-for-rde-method,CL for RDE,,method,8,cl-for-rde; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; impregnation-by-immersion-and-blade-coating; model-electrochemistry-in-a-rde-cell; sheet-resistance-measurement,"CL for RDE
Owner: ICPEES@CNRS/Unistra and PSI:Tristan Asset
Task: T2.1
Maturity: established method
Documentation: 
Range of validity or processability: 
To nanostructured materials that can be mixed into inks (e.g., not too hydrophobic - but ink composition can be revisited)
internal key: CL for RDE0; CL for RDE
Owner: ICPEES@CNRS/Unistra and PSI:Tristan Asset
Task: T2.1
Maturity: established method
Documentation: 
Range of validity or processability: 
To nanostructured materials that can be mixed into inks (e.g., not too hydrophobic - but ink composition can be revisited)
internal key: CL for RDE1",CL on GDL; CL on glassy carbon; Catalyst ink composition; Catalyst powder; GDL; Glassy carbon; Instruments for mixing and deposition; Ionomer; Solvent,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,https://w3id.org/h2kg/hydrogen-ontology#Manufacturing,Manufacturing,cl_for_rde_is_manufacturing,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CarbonNanotubeForest"", ""label"": ""Carbon Nanotube Forest"", ""score"": 0.6}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CoolingRate"", ""label"": ""Cooling Rate"", ""score"": 0.583}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CarbonAgglomerateCoreRadius"", ""label"": ""Carbon Agglomerate Core Radius"", ""score"": 0.571}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-local-mechanical-strength-macrohomogeneous-local,CL local mechanical strength,macrohomogeneous local,other,1,mechanical-properties-of-catalyst-layers-gdls-and-meas-by-small-punch-and-nanoindentation,"CL local mechanical strength
internal key: CL local mechanical strength: macrohomogeneous local","Mechanical properties of catalyst layers, GDLs, and MEAs by small-punch and nanoindentation",reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-local-mechanical-strength-macrohomogeneous-local,https://w3id.org/h2kg/hydrogen-ontology#Property,Property,cl_local_mechanical_strength_is_property,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#MagneticFieldStrength"", ""label"": ""Magnetic Field Strength"", ""score"": 0.627}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#IonicStrength"", ""label"": ""Ionic Strength"", ""score"": 0.619}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CrushStrength"", ""label"": ""Crush Strength"", ""score"": 0.612}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-local-youngs-modulus-macrohomogeneous-local,CL local Youngs modulus,macrohomogeneous local,other,1,mechanical-properties-of-catalyst-layers-gdls-and-meas-by-small-punch-and-nanoindentation,"CL local Youngs modulus
internal key: CL local Youngs modulus: macrohomogeneous local","Mechanical properties of catalyst layers, GDLs, and MEAs by small-punch and nanoindentation",reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-local-youngs-modulus-macrohomogeneous-local,https://w3id.org/h2kg/hydrogen-ontology#Property,Property,cl_local_youngs_modulus_is_property,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#YoungsModulus"", ""label"": ""Youngs Modulus"", ""score"": 0.757}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#LossModulus"", ""label"": ""Loss Modulus"", ""score"": 0.595}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#PlateauLossModulus"", ""label"": ""Plateau Loss Modulus"", ""score"": 0.558}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-nanostructure-porous-network-model-meso,CL nanostructure porous network model,meso,data,1,transmission-line-model-fitting-of-cl-eis-patterns-for-components-distribution,"CL nanostructure porous network model
internal key: CL nanostructure porous network model: meso",Transmission Line Model Fitting of CL EIS patterns for components distribution,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-nanostructure-porous-network-model-meso,https://w3id.org/h2kg/hydrogen-ontology#Process,Process,workflow_or_analysis,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#NiFe2O4Nanostructure"", ""label"": ""Ni Fe 2 O 4 Nanostructure"", ""score"": 0.645}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-on-gdl-component,CL on GDL,component,component,3,cl-for-rde; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; sheet-resistance-measurement,"CL on GDL
internal key: CL on GDL: component",CL for RDE; FIB measurements on GDL/MPL and catalyst materials.; Sheet resistance measurement,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-gdl-component,https://w3id.org/h2kg/hydrogen-ontology#Matter,Matter,component_category_default,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#SiliconeCaulk"", ""label"": ""Silicone Caulk"", ""score"": 0.593}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#NiPlusMgToAlMolarRatio"", ""label"": ""Ni Plus Mg To Al Molar Ratio"", ""score"": 0.588}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CathodeGDE"", ""label"": ""Cathode GDE"", ""score"": 0.583}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-on-glassy-carbon-component,CL on glassy carbon,component,component,4,cl-for-rde; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; model-electrochemistry-in-a-rde-cell; sheet-resistance-measurement,"CL on glassy carbon
internal key: CL on glassy carbon: component",CL for RDE; FIB measurements on GDL/MPL and catalyst materials.; Model Electrochemistry in a RDE Cell; Sheet resistance measurement,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-glassy-carbon-component,https://w3id.org/h2kg/hydrogen-ontology#Matter,Matter,component_category_default,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#GlassyCarbonDiskElectrode"", ""label"": ""Glassy Carbon Disk Electrode"", ""score"": 0.757}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CarbonMass"", ""label"": ""Carbon Mass"", ""score"": 0.667}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#PdOnCarbonCatalyst"", ""label"": ""Pd On Carbon Catalyst"", ""score"": 0.65}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-on-membrane-component,CL on membrane,component,component,4,electrospray-deposition-of-catalyst-layers; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; gde-cell-for-electrochemical-studies; sheet-resistance-measurement,"CL on membrane
internal key: CL on membrane: component",Electrospray deposition of Catalyst Layers; FIB measurements on GDL/MPL and catalyst materials.; GDE cell for electrochemical studies; Sheet resistance measurement,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-membrane-component,https://w3id.org/h2kg/hydrogen-ontology#Matter,Matter,component_category_default,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#Nafion211Membrane"", ""label"": ""Nafion 211 Membrane"", ""score"": 0.727}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#Nafion212Membrane"", ""label"": ""Nafion 212 Membrane"", ""score"": 0.727}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#BrushCoating"", ""label"": ""Brush Coating"", ""score"": 0.686}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-on-substrate-component,CL on substrate,component,component,6,electrospray-deposition-of-catalyst-layers; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate; mechanical-properties-of-catalyst-layers-gdls-and-meas-by-small-punch-and-nanoindentation; sheet-resistance-measurement; ultrasonic-spray-deposition-for-catalytic-layers,"CL on substrate
internal key: CL on substrate: component","Electrospray deposition of Catalyst Layers; FIB measurements on GDL/MPL and catalyst materials.; High resolution electron tomography for accessing Pt and ionomer distribution on carbon aggregate; Mechanical properties of catalyst layers, GDLs, and MEAs by small-punch and nanoindentation; Sheet resistance measurement; Ultrasonic spray deposition for catalytic layers",reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-substrate-component,https://w3id.org/h2kg/hydrogen-ontology#Property,Property,physical_or_derived_property,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#AluminumSubstrate"", ""label"": ""Aluminum Substrate"", ""score"": 0.815}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#NickelPlateSubstrate"", ""label"": ""Nickel Plate Substrate"", ""score"": 0.815}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#SiliconWaferSubstrate"", ""label"": ""Silicon Wafer Substrate"", ""score"": 0.812}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-structure-aged-component,CL structure (aged),component,component,1,additional-measurements-on-pewe-during-operation,"CL structure (aged)
internal key: CL structure (aged): component",Additional measurements on PEWE during operation,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-structure-aged-component,https://w3id.org/h2kg/hydrogen-ontology#Property,Property,physical_or_derived_property,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#LatticeStructureSize"", ""label"": ""Lattice Structure Size"", ""score"": 0.71}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CatalystInkStructureDataset"", ""label"": ""Catalyst Ink Structure Dataset"", ""score"": 0.686}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#PrintedGridStructure"", ""label"": ""Printed Grid Structure"", ""score"": 0.686}]"
https://w3id.org/h2kg/decode/workflow/concept/cl-thickness-aged-component,CL thickness (aged),component,component,1,additional-measurements-on-pewe-during-operation,"CL thickness (aged)
internal key: CL thickness (aged): component",Additional measurements on PEWE during operation,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/cl-thickness-aged-component,https://w3id.org/h2kg/hydrogen-ontology#Property,Property,physical_or_derived_property,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness"", ""label"": ""Gas Diffusion Layer Thickness"", ""score"": 0.867}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CatalystLayerThickness_2"", ""label"": ""Catalyst Layer Thickness"", ""score"": 0.828}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CatalystLayerThickness"", ""label"": ""Catalyst Layer Thickness"", ""score"": 0.811}]"
https://w3id.org/h2kg/decode/workflow/concept/clsm-electrochemical-protocol-component,CLSM electrochemical protocol,component,component,4,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med2; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m2,"CLSM electrochemical protocol
internal key: CLSM electrochemical protocol: component",Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media in GDE configuration; Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media on model /unsupported electrodes; Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in alkaline media in GDE configuration; Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in alkaline media on model/unsupported electrodes,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/clsm-electrochemical-protocol-component,https://w3id.org/h2kg/hydrogen-ontology#Process,Process,workflow_or_analysis,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicalWorkstation"", ""label"": ""Electrochemical Workstation"", ""score"": 0.679}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicalImpedanceSpectroscopyPotentiostatic"", ""label"": ""Electrochemical Impedance Spectroscopy Potentiostatic"", ""score"": 0.627}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicalReactionSimulation"", ""label"": ""Electrochemical Reaction Simulation"", ""score"": 0.625}]"
https://w3id.org/h2kg/decode/workflow/concept/clsm-electrochemical-response-idealized-lre,CLSM electrochemical response (idealized),LRE,device,2,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m,"CLSM electrochemical response (idealized)
internal key: CLSM electrochemical response (idealized): LRE",Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media on model /unsupported electrodes; Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in alkaline media on model/unsupported electrodes,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/clsm-electrochemical-response-idealized-lre,https://w3id.org/h2kg/hydrogen-ontology#Data,Data,data_product,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicalImpedanceSpectroscopyPotentiostatic"", ""label"": ""Electrochemical Impedance Spectroscopy Potentiostatic"", ""score"": 0.649}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicalReactionSimulation"", ""label"": ""Electrochemical Reaction Simulation"", ""score"": 0.622}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicalWorkstation"", ""label"": ""Electrochemical Workstation"", ""score"": 0.606}]"
https://w3id.org/h2kg/decode/workflow/concept/clsm-electrochemical-response-nanostructured-component,CLSM electrochemical response (nanostructured),component,component,2,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med2; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m2,"CLSM electrochemical response (nanostructured)
internal key: CLSM electrochemical response (nanostructured): component",Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media in GDE configuration; Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in alkaline media in GDE configuration,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/clsm-electrochemical-response-nanostructured-component,https://w3id.org/h2kg/hydrogen-ontology#Data,Data,data_product,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicalWorkstation"", ""label"": ""Electrochemical Workstation"", ""score"": 0.62}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicalImpedanceSpectroscopyPotentiostatic"", ""label"": ""Electrochemical Impedance Spectroscopy Potentiostatic"", ""score"": 0.61}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicalImpedanceSpectroscopyGalvanostatic"", ""label"": ""Electrochemical Impedance Spectroscopy Galvanostatic"", ""score"": 0.604}]"
https://w3id.org/h2kg/decode/workflow/concept/clsm-electrode-template-component,CLSM electrode template,component,component,1,transparent-electrodes-for-clsm-applications,"CLSM electrode template
internal key: CLSM electrode template: component",Transparent Electrodes for CLSM applications,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/clsm-electrode-template-component,https://w3id.org/h2kg/hydrogen-ontology#Instrument,Instrument,apparatus_or_electrode,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#SCE"", ""label"": ""SCE"", ""score"": 0.72}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CarbonFeltElectrode"", ""label"": ""Carbon Felt Electrode"", ""score"": 0.682}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#ElectrodeSubstrate"", ""label"": ""Electrode Substrate"", ""score"": 0.667}]"
https://w3id.org/h2kg/decode/workflow/concept/clsm-ph-distribution-nanostructured-lre,CLSM pH distribution (nanostructured),LRE,device,2,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med2; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m2,"CLSM pH distribution (nanostructured)
internal key: CLSM pH distribution (nanostructured): LRE",Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media in GDE configuration; Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in alkaline media in GDE configuration,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/clsm-ph-distribution-nanostructured-lre,https://w3id.org/h2kg/hydrogen-ontology#Data,Data,data_product,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#PoreSizeDistributionDataset"", ""label"": ""Pore Size Distribution Dataset"", ""score"": 0.625}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#PoreSizeDistribution"", ""label"": ""Pore Size Distribution"", ""score"": 0.596}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#AgglomerateSizeDistributionDataset"", ""label"": ""Agglomerate Size Distribution Dataset"", ""score"": 0.59}]"
https://w3id.org/h2kg/decode/workflow/concept/clsm-temperature-component,CLSM temperature,component,component,2,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m,"CLSM temperature
internal key: CLSM temperature: component",Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media on model /unsupported electrodes; Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in alkaline media on model/unsupported electrodes,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/clsm-temperature-component,https://w3id.org/h2kg/hydrogen-ontology#Parameter,Parameter,clsm_temperature_is_parameter,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,"[{""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#OperatingTemperature"", ""label"": ""Operating Temperature"", ""score"": 0.875}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#Temperature"", ""label"": ""Temperature"", ""score"": 0.875}, {""iri"": ""https://w3id.org/h2kg/hydrogen-ontology#CryoUltramicrotomeTemperature"", ""label"": ""Cryo Ultramicrotome Temperature"", ""score"": 0.812}]"
https://w3id.org/h2kg/decode/workflow/concept/confocal-laser-scanning-microscope-clsm-fluorescent-probes-for-local-ph-assessment-in-acidic-media-in-gde-configuration-method,Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media in GDE configuration,,method,3,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med2; electrospray-deposition-of-catalyst-layers; gde-catalytic-layer-preparation,"Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media in GDE configuration
Owner: ICPEES@CNRS/Unistra:Tristan Asset, Paul Chassagne
Task: T1.2
Maturity: under development
Documentation: DOI: 10.1039/d3cp00938f (see Figure 2b)
Range of validity or processability: 
In pH, a 0.05 variation should be visible with a ratiometric probe; Spatial resolution is bound to the light and correction factors, i.e., 200 nm. A probe with a ratiometric signal in the 1 - 5 pH range shall be used 5 (with the Lysosensor Green DND 181)
internal key: Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media in GDE configuration0",CLSM electrochemical protocol; CLSM electrochemical response (nanostructured); CLSM pH distribution (nanostructured); Electrolyte; GDE; GDE temperature; Molecular fluorescent probe (acidic),reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/confocal-laser-scanning-microscope-clsm-fluorescent-probes-for-local-ph-assessment-in-acidic-media-in-gde-configuration-method,https://w3id.org/h2kg/hydrogen-ontology#Parameter,Parameter,operating_or_geometric_parameter,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.,[]
