subject_iri,term_type,draft_label,draft_definition,draft_comment,draft_source,approved,overwrite_existing
https://w3id.org/h2kg/hydrogen-ontology#AcidDoping,controlled_vocabulary_term,Acid Doping,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Doping.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Doping.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AcidDopingLevel,controlled_vocabulary_term,Acid Doping Level,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Doping Level.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Doping Level.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AcidEtchingRepetitions,controlled_vocabulary_term,Acid Etching Repetitions,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Etching Repetitions.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Etching Repetitions.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AcidLeachedSteamActivatedFeNCCatalyst,controlled_vocabulary_term,Acid Leached Steam Activated Fe NC Catalyst,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Leached Steam Activated Fe NC Catalyst.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Leached Steam Activated Fe NC Catalyst.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AcidMassUptakeRatio,controlled_vocabulary_term,Acid Mass Uptake Ratio,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Mass Uptake Ratio.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Mass Uptake Ratio.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AcidTreatmentOfCCM,controlled_vocabulary_term,Acid Treatment Of CCM,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Treatment Of CCM.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Treatment Of CCM.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AcidUptakeDataset,controlled_vocabulary_term,Acid Uptake Dataset,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Uptake Dataset.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Uptake Dataset.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AcidUptakeMeasurement,controlled_vocabulary_term,Acid Uptake Measurement,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Uptake Measurement.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Uptake Measurement.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AcidUptakeWeightPercent,controlled_vocabulary_term,Acid Uptake Weight Percent,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Uptake Weight Percent.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acid Uptake Weight Percent.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AcousticFrequency,controlled_vocabulary_term,Acoustic Frequency,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acoustic Frequency.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Acoustic Frequency.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ActivatedSludge,controlled_vocabulary_term,Activated Sludge,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Activated Sludge.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Activated Sludge.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ActivatedSludgeVolumePercent,controlled_vocabulary_term,Activated Sludge Volume Percent,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Activated Sludge Volume Percent.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Activated Sludge Volume Percent.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ActivatedSludge_2,controlled_vocabulary_term,Activated Sludge,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Activated Sludge.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Activated Sludge.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ActivationMechanismTimeScale,controlled_vocabulary_term,Activation Mechanism Time Scale,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Activation Mechanism Time Scale.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Activation Mechanism Time Scale.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AdditiveA,controlled_vocabulary_term,Additive A,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Additive A.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Additive A.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AdsorbedAggregateLateralSize,controlled_vocabulary_term,Adsorbed Aggregate Lateral Size,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Adsorbed Aggregate Lateral Size.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Adsorbed Aggregate Lateral Size.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AemionIonomer,controlled_vocabulary_term,Aemion Ionomer,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aemion Ionomer.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aemion Ionomer.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AgAgCl,controlled_vocabulary_term,Ag/AgCl,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ag/AgCl.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ag/AgCl.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AgAgClPotentialVsRHE,controlled_vocabulary_term,Ag Ag Cl Potential Vs RHE,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ag Ag Cl Potential Vs RHE.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ag Ag Cl Potential Vs RHE.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AgNWSurfaceDensity,controlled_vocabulary_term,Ag NW Surface Density,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ag NW Surface Density.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ag NW Surface Density.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AgNWWeightFraction,controlled_vocabulary_term,Ag NW Weight Fraction,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ag NW Weight Fraction.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ag NW Weight Fraction.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#Agent,class,Agent,A class in the H2KG PEMFC Catalyst Layer Application Ontology representing Agent.,A class in the H2KG PEMFC Catalyst Layer Application Ontology representing Agent.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AgglomerateDiameter,controlled_vocabulary_term,Agglomerate Diameter,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Agglomerate Diameter.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Agglomerate Diameter.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AgglomerateShape,controlled_vocabulary_term,Agglomerate Shape,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Agglomerate Shape.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Agglomerate Shape.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AgglomerateSurfaceArea,controlled_vocabulary_term,Agglomerate Surface Area,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Agglomerate Surface Area.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Agglomerate Surface Area.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AggregateAspectRatio,controlled_vocabulary_term,Aggregate Aspect Ratio,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aggregate Aspect Ratio.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aggregate Aspect Ratio.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#Air,controlled_vocabulary_term,Air,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Air.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Air.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AirBreathingCathode,controlled_vocabulary_term,Air Breathing Cathode,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Air Breathing Cathode.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Air Breathing Cathode.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AirDiffusionLayer,controlled_vocabulary_term,Air Diffusion Layer,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Air Diffusion Layer.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Air Diffusion Layer.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AirDiffusionLayerThicknessFractionInMCL,controlled_vocabulary_term,Air Diffusion Layer Thickness Fraction In MCL,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Air Diffusion Layer Thickness Fraction In MCL.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Air Diffusion Layer Thickness Fraction In MCL.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AlContentWt,controlled_vocabulary_term,Al Content Wt,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Al Content Wt.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Al Content Wt.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AlcoholMassFractionInSolventMixture,controlled_vocabulary_term,Alcohol Mass Fraction In Solvent Mixture,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alcohol Mass Fraction In Solvent Mixture.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alcohol Mass Fraction In Solvent Mixture.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AlcoholMassFractionInSolventMixture_2,controlled_vocabulary_term,Alcohol Mass Fraction In Solvent Mixture,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alcohol Mass Fraction In Solvent Mixture.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alcohol Mass Fraction In Solvent Mixture.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AlcoholMoleFractionInSolventMixture,controlled_vocabulary_term,Alcohol Mole Fraction In Solvent Mixture,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alcohol Mole Fraction In Solvent Mixture.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alcohol Mole Fraction In Solvent Mixture.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AlkaliLignin,controlled_vocabulary_term,Alkali Lignin,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alkali Lignin.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alkali Lignin.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AlkylpolyglycosideSurfactant,controlled_vocabulary_term,Alkylpolyglycoside Surfactant,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alkylpolyglycoside Surfactant.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alkylpolyglycoside Surfactant.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AluminaMillingMedia,controlled_vocabulary_term,Alumina Milling Media,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alumina Milling Media.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Alumina Milling Media.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AluminumFoil,controlled_vocabulary_term,Aluminum Foil,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Foil.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Foil.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AluminumFoilSubstrate,controlled_vocabulary_term,Aluminum Foil Substrate,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Foil Substrate.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Foil Substrate.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AluminumLayerThickness,controlled_vocabulary_term,Aluminum Layer Thickness,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Layer Thickness.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Layer Thickness.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AluminumNitrateAdditive,controlled_vocabulary_term,Aluminum Nitrate Additive,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Nitrate Additive.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Nitrate Additive.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AluminumNitrateMolarConcentration,controlled_vocabulary_term,Aluminum Nitrate Molar Concentration,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Nitrate Molar Concentration.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Nitrate Molar Concentration.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AluminumNitrateSolutionVolumeFraction,controlled_vocabulary_term,Aluminum Nitrate Solution Volume Fraction,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Nitrate Solution Volume Fraction.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Nitrate Solution Volume Fraction.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AluminumSubstrate,controlled_vocabulary_term,Aluminum Substrate,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Substrate.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Substrate.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AluminumThinFilmLayer,controlled_vocabulary_term,Aluminum Thin Film Layer,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Thin Film Layer.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aluminum Thin Film Layer.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AmineHydrolysisProcess,controlled_vocabulary_term,Amine Hydrolysis Process,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Amine Hydrolysis Process.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Amine Hydrolysis Process.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#Aminoantipyrine,controlled_vocabulary_term,Aminoantipyrine,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aminoantipyrine.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aminoantipyrine.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#Aminopropyltriethoxysilane,controlled_vocabulary_term,Aminopropyltriethoxysilane,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aminopropyltriethoxysilane.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aminopropyltriethoxysilane.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#Ammonia,controlled_vocabulary_term,Ammonia,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonia.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonia.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AmmoniumAcetate,controlled_vocabulary_term,Ammonium Acetate,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonium Acetate.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonium Acetate.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AmmoniumCarbonate,controlled_vocabulary_term,Ammonium Carbonate,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonium Carbonate.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonium Carbonate.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AmmoniumCarbonateSolutionConcentration,controlled_vocabulary_term,Ammonium Carbonate Solution Concentration,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonium Carbonate Solution Concentration.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonium Carbonate Solution Concentration.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AmmoniumDihydrogenPhosphate,controlled_vocabulary_term,Ammonium Dihydrogen Phosphate,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonium Dihydrogen Phosphate.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonium Dihydrogen Phosphate.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AmmoniumHydrogenDifluoride,controlled_vocabulary_term,Ammonium Hydrogen Difluoride,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonium Hydrogen Difluoride.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ammonium Hydrogen Difluoride.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AmorphousCarbonDeposit,controlled_vocabulary_term,Amorphous Carbon Deposit,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Amorphous Carbon Deposit.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Amorphous Carbon Deposit.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnalyticalCentrifuge,controlled_vocabulary_term,Analytical Centrifuge,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Analytical Centrifuge.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Analytical Centrifuge.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AngularFrequency,controlled_vocabulary_term,Angular Frequency,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Angular Frequency.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Angular Frequency.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnionExchangeIonomerPowder,controlled_vocabulary_term,Anion Exchange Ionomer Powder,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anion Exchange Ionomer Powder.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anion Exchange Ionomer Powder.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnionToCationMolarRatio,controlled_vocabulary_term,Anion To Cation Molar Ratio,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anion To Cation Molar Ratio.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anion To Cation Molar Ratio.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnnealingDuration,controlled_vocabulary_term,Annealing Duration,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Annealing Duration.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Annealing Duration.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnnealingTemperature,controlled_vocabulary_term,Annealing Temperature,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Annealing Temperature.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Annealing Temperature.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnnealingTime,controlled_vocabulary_term,Annealing Time,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Annealing Time.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Annealing Time.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnodeCatalystLoading,controlled_vocabulary_term,Anode Catalyst Loading,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode Catalyst Loading.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode Catalyst Loading.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnodeMPLCarbonSupportLoading,controlled_vocabulary_term,Anode MPL Carbon Support Loading,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode MPL Carbon Support Loading.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode MPL Carbon Support Loading.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnodePotential,controlled_vocabulary_term,Anode Potential,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode Potential.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode Potential.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnodeReactionResistance,controlled_vocabulary_term,Anode Reaction Resistance,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode Reaction Resistance.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode Reaction Resistance.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnodeResistance,controlled_vocabulary_term,Anode Resistance,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode Resistance.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode Resistance.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnodeStoichiometricRatio,controlled_vocabulary_term,Anode Stoichiometric Ratio,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode Stoichiometric Ratio.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anode Stoichiometric Ratio.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AnsysFluentFuelCellModule,controlled_vocabulary_term,Ansys Fluent Fuel Cell Module,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ansys Fluent Fuel Cell Module.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ansys Fluent Fuel Cell Module.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#Anthraquinone2SulfonicAcid,controlled_vocabulary_term,Anthraquinone 2 Sulfonic Acid,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anthraquinone 2 Sulfonic Acid.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Anthraquinone 2 Sulfonic Acid.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ApparentDensity,controlled_vocabulary_term,Apparent Density,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Apparent Density.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Apparent Density.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AqueousOrganicFlowBattery,controlled_vocabulary_term,Aqueous Organic Flow Battery,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aqueous Organic Flow Battery.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Aqueous Organic Flow Battery.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ArchimedesDensityMeasurement,controlled_vocabulary_term,Archimedes Density Measurement,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Archimedes Density Measurement.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Archimedes Density Measurement.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ArduinoMega2560,controlled_vocabulary_term,Arduino Mega 2560,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Arduino Mega 2560.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Arduino Mega 2560.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#AreaNormalizedAnodeResistance,controlled_vocabulary_term,Area Normalized Anode Resistance,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Area Normalized Anode Resistance.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Area Normalized Anode Resistance.,heuristic,no,no
