term_iri,term_label,decision,support_count,consensus_ratio,quantity_kind_iri,preferred_unit_label,preferred_qudt_unit_iri,preferred_ucum_code,local_unit_iri,note
https://w3id.org/h2kg/hydrogen-ontology#ArealWaterStorageSpace,Areal Water Storage Space,assert_qudt_unit,9,1.0,http://qudt.org/vocab/quantitykind/MassPerArea,mg/cm2,http://qudt.org/vocab/unit/MilliGM-PER-CentiM2,mg/cm2,,
https://w3id.org/h2kg/hydrogen-ontology#AstrocyteCellArea,Astrocyte Cell Area,assert_local_reviewed_unit,3,1.0,http://qudt.org/vocab/quantitykind/Area,μm2,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_AstrocyteCellArea_m2,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#AstrocytePercentage,Astrocyte Percentage,assert_qudt_unit,3,1.0,http://qudt.org/vocab/quantitykind/Percentage,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#AverageChoppedFiberLength,Average Chopped Fiber Length,assert_local_reviewed_unit,2,1.0,http://qudt.org/vocab/quantitykind/Length,mm,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_AverageChoppedFiberLength_mm,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#AveragePoreDiameter,Average Pore Diameter,assert_qudt_unit,27,1.0,http://qudt.org/vocab/quantitykind/Length,nm,http://qudt.org/vocab/unit/NanoM,nm,,
https://w3id.org/h2kg/hydrogen-ontology#AveragePoreSize,Average Pore Size,assert_qudt_unit,12,1.0,http://qudt.org/vocab/quantitykind/Length,nm,http://qudt.org/vocab/unit/NanoM,nm,,
https://w3id.org/h2kg/hydrogen-ontology#BETSurfaceAreaNitrogen,BET Surface Area Nitrogen,assert_qudt_unit,94,1.0,http://qudt.org/vocab/quantitykind/AreaPerMass,m2/g,http://qudt.org/vocab/unit/M2-PER-GM,m2/g,,
https://w3id.org/h2kg/hydrogen-ontology#BETSurfaceAreaOctaneAdsorption,BET Surface Area Octane Adsorption,assert_qudt_unit,2,1.0,http://qudt.org/vocab/quantitykind/AreaPerMass,m2/g,http://qudt.org/vocab/unit/M2-PER-GM,m2/g,,
https://w3id.org/h2kg/hydrogen-ontology#BackboneAttachmentMolarPercent,Backbone Attachment Molar Percent,assert_local_reviewed_unit,18,1.0,http://qudt.org/vocab/quantitykind/MolarPercent,mol%,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BackboneAttachmentMolarPercent_mol,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#BakeTemperature,Bake Temperature,assert_qudt_unit,3,1.0,https://w3id.org/h2kg/hydrogen-ontology#Temperature,°C,http://qudt.org/vocab/unit/DEG_C,Cel,,
https://w3id.org/h2kg/hydrogen-ontology#BakeTime,Bake Time,assert_local_reviewed_unit,2,1.0,http://qudt.org/vocab/quantitykind/Time,s,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BakeTime_s,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#BallToPowderRatio,Ball To Powder Ratio,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/DimensionlessRatio,1,http://qudt.org/vocab/unit/UNITLESS,1,,
https://w3id.org/h2kg/hydrogen-ontology#BandGapEnergy,Band Gap Energy,assert_local_reviewed_unit,5,1.0,http://qudt.org/vocab/quantitykind/Energy,eV,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BandGapEnergy_eV,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#BandgapEnergy,Bandgap Energy,assert_local_reviewed_unit,3,1.0,http://qudt.org/vocab/quantitykind/Energy,eV,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BandgapEnergy_eV,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#BathSoluteMassConcentration,Bath Solute Mass Concentration,assert_local_reviewed_unit,3,1.0,http://qudt.org/vocab/quantitykind/MassConcentration,g/L,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BathSoluteMassConcentration_g_L,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#BathSoluteVolumeConcentration,Bath Solute Volume Concentration,assert_local_reviewed_unit,1,1.0,http://qudt.org/vocab/quantitykind/VolumeFraction,mL/L,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BathSoluteVolumeConcentration_mL_L,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#BendingCycleCount,Bending Cycle Count,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/Count,1,http://qudt.org/vocab/unit/UNITLESS,1,,
https://w3id.org/h2kg/hydrogen-ontology#BendingFrequency,Bending Frequency,assert_local_reviewed_unit,1,1.0,https://w3id.org/h2kg/hydrogen-ontology#Frequency,cycles/min,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BendingFrequency_cycles_min,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#BendingRadius,Bending Radius,assert_local_reviewed_unit,1,1.0,http://qudt.org/vocab/quantitykind/Length,mm,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BendingRadius_mm,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#BinderMassFraction,Binder Mass Fraction,assert_qudt_unit,5,1.0,http://qudt.org/vocab/quantitykind/MassFraction,1,http://qudt.org/vocab/unit/UNITLESS,1,,
https://w3id.org/h2kg/hydrogen-ontology#BinderMassLossFraction,Binder Mass Loss Fraction,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/MassFractionPercent,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#BindingEnergy,Binding Energy,assert_local_reviewed_unit,17,1.0,http://qudt.org/vocab/quantitykind/Energy,eV,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BindingEnergy_eV,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#BoilingPoint,Boiling Point,assert_qudt_unit,82,1.0,http://qudt.org/vocab/quantitykind/ThermodynamicTemperature,°C,http://qudt.org/vocab/unit/DEG_C,Cel,,
https://w3id.org/h2kg/hydrogen-ontology#BreakTimeBetweenSprayCycles,Break Time Between Spray Cycles,assert_local_reviewed_unit,1,1.0,http://qudt.org/vocab/quantitykind/Time,s,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BreakTimeBetweenSprayCycles_s,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#BulkDensity,Bulk Density,assert_qudt_unit,24,1.0,http://qudt.org/vocab/quantitykind/MassDensity,g/cm3,http://qudt.org/vocab/unit/GM-PER-CentiM3,g/cm3,,
https://w3id.org/h2kg/hydrogen-ontology#BulkSedimentationTime,Bulk Sedimentation Time,assert_local_reviewed_unit,2,1.0,http://qudt.org/vocab/quantitykind/Time,s,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_BulkSedimentationTime_s,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#C1sAtomicPercent,C 1 s Atomic Percent,assert_qudt_unit,41,1.0,http://qudt.org/vocab/quantitykind/Dimensionless,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#C1sPeakFraction_CC_CH,C 1 s Peak Fraction CC CH,assert_qudt_unit,3,1.0,http://qudt.org/vocab/quantitykind/Percent,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#C1sPeakFraction_C_O,C 1 s Peak Fraction C O,assert_qudt_unit,3,1.0,http://qudt.org/vocab/quantitykind/Percent,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#C1sPeakFraction_CeqO,C 1 s Peak Fraction Ceq O,assert_qudt_unit,3,1.0,http://qudt.org/vocab/quantitykind/Percent,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#C1sPeakFraction_O_CeqO,C 1 s Peak Fraction O Ceq O,assert_qudt_unit,3,1.0,http://qudt.org/vocab/quantitykind/Percent,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#CNTGrowthYieldPercent,CNT Growth Yield Percent,assert_qudt_unit,2,1.0,http://qudt.org/vocab/quantitykind/Percent,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#CO2Conversion,CO 2 Conversion,assert_qudt_unit,2,1.0,http://qudt.org/vocab/quantitykind/ConversionFraction,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#CODRemovalEfficiency,COD Removal Efficiency,assert_qudt_unit,5,1.0,http://qudt.org/vocab/quantitykind/Percentage,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#CPEExponentN,CPE Exponent N,assert_qudt_unit,9,1.0,http://qudt.org/vocab/quantitykind/Dimensionless,1,http://qudt.org/vocab/unit/UNITLESS,1,,
https://w3id.org/h2kg/hydrogen-ontology#CVCycleCount,CV Cycle Count,assert_qudt_unit,2,1.0,http://qudt.org/vocab/quantitykind/Count,1,http://qudt.org/vocab/unit/UNITLESS,1,,
https://w3id.org/h2kg/hydrogen-ontology#CVScanRateCleaning,CV Scan Rate Cleaning,assert_local_reviewed_unit,1,1.0,http://qudt.org/vocab/quantitykind/VoltagePerTime,mV/s,,mV/s,https://w3id.org/h2kg/hydrogen-ontology#_Unit_CVScanRateCleaning_mV_s,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#CVScanRateMeasurement,CV Scan Rate Measurement,assert_local_reviewed_unit,2,1.0,https://w3id.org/h2kg/hydrogen-ontology#ScanRate,mV/s,,mV/s,https://w3id.org/h2kg/hydrogen-ontology#_Unit_CVScanRateMeasurement_mV_s,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#CantileverResonanceFrequency,Cantilever Resonance Frequency,assert_local_reviewed_unit,1,1.0,https://w3id.org/h2kg/hydrogen-ontology#Frequency,kHz,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_CantileverResonanceFrequency_kHz,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#CantileverSpringConstant,Cantilever Spring Constant,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/SpringConstant,N/m,http://qudt.org/vocab/unit/N-PER-M,N/m,,
https://w3id.org/h2kg/hydrogen-ontology#Capacitance,Capacitance,assert_local_reviewed_unit,2,1.0,https://w3id.org/h2kg/hydrogen-ontology#Capacitance,μF,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_Capacitance_F,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#CapillaryPressureInMembrane,Capillary Pressure In Membrane,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/Pressure,kPa,http://qudt.org/vocab/unit/KiloPA,kPa,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonAgglomerateCoreRadius,Carbon Agglomerate Core Radius,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/Length,nm,http://qudt.org/vocab/unit/NanoM,nm,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonAggregateEffectiveDensity,Carbon Aggregate Effective Density,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/Density,g/cm3,http://qudt.org/vocab/unit/GM-PER-CentiM3,g/cm3,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonAggregateIonomerParticleRadiusOfGyration,Carbon Aggregate Ionomer Particle Radius Of Gyration,assert_qudt_unit,4,1.0,http://qudt.org/vocab/quantitykind/Length,nm,http://qudt.org/vocab/unit/NanoM,nm,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonAggregateRadiusOfGyration,Carbon Aggregate Radius Of Gyration,assert_qudt_unit,4,1.0,http://qudt.org/vocab/quantitykind/Length,nm,http://qudt.org/vocab/unit/NanoM,nm,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonBlackAggregateAnisotropyRatio,Carbon Black Aggregate Anisotropy Ratio,assert_qudt_unit,2,1.0,http://qudt.org/vocab/quantitykind/Dimensionless,1,http://qudt.org/vocab/unit/UNITLESS,1,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonBlackParticleSize,Carbon Black Particle Size,assert_qudt_unit,15,1.0,http://qudt.org/vocab/quantitykind/Length,nm,http://qudt.org/vocab/unit/NanoM,nm,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonBlackPrimaryParticlesPerAggregate,Carbon Black Primary Particles Per Aggregate,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/Count,1,http://qudt.org/vocab/unit/UNITLESS,1,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonDioxidePercent,Carbon Dioxide Percent,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/Percentage,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonFiberDiameter,Carbon Fiber Diameter,assert_qudt_unit,3,1.0,http://qudt.org/vocab/quantitykind/Length,nm,http://qudt.org/vocab/unit/NanoM,nm,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonMass,Carbon Mass,assert_local_reviewed_unit,1,1.0,http://qudt.org/vocab/quantitykind/Mass,mg,,,https://w3id.org/h2kg/hydrogen-ontology#_Unit_CarbonMass_mg,QUDT mapping unavailable; attached reviewed local unit placeholder derived from cleaned PEMFC evidence.
https://w3id.org/h2kg/hydrogen-ontology#CarbonMassFractionInInk,Carbon Mass Fraction In Ink,assert_qudt_unit,18,1.0,http://qudt.org/vocab/quantitykind/MassFraction,1,http://qudt.org/vocab/unit/UNITLESS,1,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonNanotubeCompleteDecompositionTemperature,Carbon Nanotube Complete Decomposition Temperature,assert_qudt_unit,1,1.0,https://w3id.org/h2kg/hydrogen-ontology#Temperature,°C,http://qudt.org/vocab/unit/DEG_C,Cel,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonNanotubeDecompositionOnsetTemperature,Carbon Nanotube Decomposition Onset Temperature,assert_qudt_unit,1,1.0,https://w3id.org/h2kg/hydrogen-ontology#Temperature,°C,http://qudt.org/vocab/unit/DEG_C,Cel,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonNanotubeForestHeight,Carbon Nanotube Forest Height,assert_qudt_unit,9,1.0,http://qudt.org/vocab/quantitykind/Length,μm,http://qudt.org/vocab/unit/MicroM,um,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonNanotubeOuterDiameter,Carbon Nanotube Outer Diameter,assert_qudt_unit,7,1.0,http://qudt.org/vocab/quantitykind/Length,nm,http://qudt.org/vocab/unit/NanoM,nm,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonNanotubeWallCount,Carbon Nanotube Wall Count,assert_qudt_unit,2,1.0,http://qudt.org/vocab/quantitykind/Count,1,http://qudt.org/vocab/unit/UNITLESS,1,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonNitrogenDefectFractionPercent,Carbon Nitrogen Defect Fraction Percent,assert_qudt_unit,4,1.0,http://qudt.org/vocab/quantitykind/Dimensionless,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonOxideFractionPercent,Carbon Oxide Fraction Percent,assert_qudt_unit,4,1.0,http://qudt.org/vocab/quantitykind/Dimensionless,%,http://qudt.org/vocab/unit/PERCENT,%,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonPrimaryParticleDiameter,Carbon Primary Particle Diameter,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/Length,nm,http://qudt.org/vocab/unit/NanoM,nm,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonShellThickness,Carbon Shell Thickness,assert_qudt_unit,1,1.0,http://qudt.org/vocab/quantitykind/Length,nm,http://qudt.org/vocab/unit/NanoM,nm,,
https://w3id.org/h2kg/hydrogen-ontology#CarbonToOxygenAtomRatio,Carbon To Oxygen Atom Ratio,assert_qudt_unit,4,1.0,http://qudt.org/vocab/quantitykind/Ratio,1,http://qudt.org/vocab/unit/UNITLESS,1,,
